id,match_date,year,round,venue,home_team,away_team,result,home_margin,home_team_name,home_feat_form_5,home_feat_rolling_margin_5,home_feat_rolling_score_5,home_feat_rest_days,home_feat_ladder_pts,home_feat_h2h_win_5,home_feat_venue_win_10,away_feat_form_5,away_feat_rolling_margin_5,away_feat_rolling_score_5,away_feat_rest_days,away_feat_ladder_pts,away_feat_h2h_win_5,away_feat_venue_win_10,feat_diff_form_5,feat_diff_margin_5,feat_diff_rest,feat_diff_ladder,target_win,target_margin
274,2011-08-14,2011,21,AAMI Stadium,Adelaide Crows,Geelong Cats,L,-11,Adelaide Crows,0.6,-14.0,75.0,7.0,24.0,0.2,0.6,,,,,,,,,,,,0,-11
276,2011-08-28,2011,23,AAMI Stadium,Adelaide Crows,Richmond Tigers,L,-22,Adelaide Crows,0.6,-3.2,91.0,8.0,28.0,0.8,0.5,,,,,,,,,,,,0,-22
279,2012-04-07,2012,2,AAMI Stadium,Adelaide Crows,Western Bulldogs,W,18,Adelaide Crows,0.4,0.4,99.2,7.0,4.0,0.0,0.4,,,,,,,,,,,,1,18
281,2012-04-21,2012,4,AAMI Stadium,Adelaide Crows,greater western sydney giants,W,46,Adelaide Crows,0.4,-17.2,90.4,6.0,8.0,0.5,0.5,,,,,,,,,,,,1,46
282,2012-04-29,2012,5,AAMI Stadium,Adelaide Crows,Port Adelaide Power,W,19,Adelaide Crows,0.6,-3.6,89.8,8.0,12.0,0.4,0.5,,,,,,,,,,,,1,19
284,2012-05-12,2012,7,AAMI Stadium,Adelaide Crows,Geelong Cats,W,50,Adelaide Crows,0.8,6.4,94.2,7.0,20.0,0.2,0.5,,,,,,,,,,,,1,50
286,2012-05-26,2012,9,AAMI Stadium,Adelaide Crows,collingwood magpies,L,-26,Adelaide Crows,1.0,37.8,110.2,6.0,28.0,0.5,0.6,,,,,,,,,,,,0,-26
288,2012-06-15,2012,12,AAMI Stadium,Adelaide Crows,St Kilda Saints,W,4,Adelaide Crows,0.8,25.4,101.0,13.0,32.0,0.4,0.6,,,,,,,,,,,,1,4
290,2012-06-30,2012,14,AAMI Stadium,Adelaide Crows,Richmond Tigers,W,19,Adelaide Crows,0.6,8.8,97.6,6.0,36.0,0.8,0.6,,,,,,,,,,,,1,19
293,2012-07-21,2012,17,AAMI Stadium,Adelaide Crows,West Coast Eagles,W,49,Adelaide Crows,0.8,33.6,120.8,6.0,48.0,0.4,0.7,,,,,,,,,,,,1,49
295,2012-08-05,2012,19,AAMI Stadium,Adelaide Crows,essendon bombers,W,4,Adelaide Crows,0.8,43.6,119.8,8.0,52.0,0.5,0.8,,,,,,,,,,,,1,4
296,2012-08-11,2012,20,AAMI Stadium,Adelaide Crows,fremantle dockers,W,28,Adelaide Crows,0.8,40.6,119.4,6.0,56.0,1.0,0.9,,,,,,,,,,,,1,28
299,2012-09-01,2012,23,AAMI Stadium,Adelaide Crows,gold coast suns,W,91,Adelaide Crows,0.6,12.8,106.6,6.0,64.0,0.5,0.9,,,,,,,,,,,,1,91
300,2012-09-08,2012,QF,AAMI Stadium,Adelaide Crows,Sydney Swans,L,-29,Adelaide Crows,0.8,36.4,122.2,7.0,68.0,0.8,0.9,,,,,,,,,,,,0,-29
301,2012-09-14,2012,SF,AAMI Stadium,Adelaide Crows,Fremantle Dockers,W,10,Adelaide Crows,0.6,29.8,109.8,6.0,68.0,0.6,0.8,,,,,,,,,,,,1,10
303,2013-03-22,2013,1,AAMI Stadium,Adelaide Crows,Essendon Bombers,L,-35,Adelaide Crows,0.6,27.2,103.6,21.0,0.0,0.8,0.8,,,,,,,,,,,,0,-35
306,2013-04-21,2013,4,AAMI Stadium,Adelaide Crows,Western Bulldogs,W,52,Adelaide Crows,0.4,-4.0,92.0,7.0,4.0,0.2,0.7,,,,,,,,,,,,1,52
308,2013-05-04,2013,6,AAMI Stadium,Adelaide Crows,Hawthorn Hawks,L,-11,Adelaide Crows,0.4,-1.0,90.0,7.0,8.0,0.4,0.7,,,,,,,,,,,,0,-11
310,2013-05-19,2013,8,AAMI Stadium,Adelaide Crows,St Kilda Saints,W,40,Adelaide Crows,0.4,27.0,107.4,7.0,12.0,0.6,0.6,,,,,,,,,,,,1,40
312,2013-06-01,2013,10,AAMI Stadium,Adelaide Crows,Fremantle Dockers,L,-7,Adelaide Crows,0.6,26.6,112.0,6.0,20.0,0.6,0.6,,,,,,,,,,,,0,-7
313,2013-06-08,2013,11,AAMI Stadium,Adelaide Crows,Sydney Swans,L,-77,Adelaide Crows,0.6,31.6,107.2,7.0,20.0,0.6,0.5,,,,,,,,,,,,0,-77
316,2013-07-06,2013,15,AAMI Stadium,Adelaide Crows,West Coast Eagles,L,-6,Adelaide Crows,0.4,-18.6,83.4,7.0,24.0,0.6,0.4,,,,,,,,,,,,0,-6
318,2013-07-21,2013,17,AAMI Stadium,Adelaide Crows,Geelong Cats,W,2,Adelaide Crows,0.2,-24.0,77.2,9.0,24.0,0.4,0.3,,,,,,,,,,,,1,2
320,2013-08-04,2013,19,AAMI Stadium,Adelaide Crows,Port Adelaide Power,L,-4,Adelaide Crows,0.4,-5.0,82.2,8.0,28.0,0.6,0.4,,,,,,,,,,,,0,-4
321,2013-08-11,2013,20,AAMI Stadium,Adelaide Crows,North Melbourne Kangaroos,W,9,Adelaide Crows,0.2,-11.4,80.6,7.0,28.0,0.8,0.3,,,,,,,,,,,,1,9
323,2013-08-24,2013,22,AAMI Stadium,Adelaide Crows,Melbourne Demons,W,68,Adelaide Crows,0.4,-6.4,88.6,6.0,32.0,0.6,0.4,,,,,,,,,,,,1,68
327,2014-04-05,2014,3,Adelaide Oval,Adelaide Crows,Sydney Swans,L,-63,Adelaide Crows,0.4,9.0,103.4,7.0,0.0,0.4,0.5,,,,,,,,,,,,0,-63
329,2014-04-20,2014,5,Adelaide Oval,Adelaide Crows,Greater Western Sydney Giants,W,65,Adelaide Crows,0.4,3.4,98.0,7.0,4.0,0.5,0.5,,,,,,,,,,,,1,65
331,2014-05-03,2014,7,Adelaide Oval,Adelaide Crows,Melbourne Demons,L,-3,Adelaide Crows,0.6,8.6,101.8,6.0,12.0,0.6,0.3333333333333333,,,,,,,,,,,,0,-3
332,2014-05-15,2014,9,Adelaide Oval,Adelaide Crows,Collingwood Magpies,W,21,Adelaide Crows,0.6,18.8,100.6,12.0,12.0,0.0,0.25,,,,,,,,,,,,1,21
334,2014-06-01,2014,11,Adelaide Oval,Adelaide Crows,gold coast suns,W,32,Adelaide Crows,0.6,17.4,89.6,7.0,16.0,0.5,0.4,,,,,,,,,,,,1,32
336,2014-06-14,2014,13,Adelaide Oval,Adelaide Crows,North Melbourne Kangaroos,W,36,Adelaide Crows,0.4,1.0,75.6,6.0,20.0,0.8,0.5,,,,,,,,,,,,1,36
338,2014-06-29,2014,15,Adelaide Oval,Adelaide Crows,Port Adelaide Power,W,23,Adelaide Crows,0.4,2.8,87.2,8.0,24.0,0.4,0.5714285714285714,,,,,,,,,,,,1,23
340,2014-07-11,2014,17,Adelaide Oval,Adelaide Crows,Hawthorn Hawks,L,-12,Adelaide Crows,0.6,15.6,98.0,6.0,32.0,0.4,0.625,,,,,,,,,,,,0,-12
342,2014-08-02,2014,19,Adelaide Oval,Adelaide Crows,West Coast Eagles,L,-31,Adelaide Crows,0.6,17.2,104.2,6.0,36.0,0.6,0.5555555555555556,,,,,,,,,,,,0,-31
344,2014-08-16,2014,21,Adelaide Oval,Adelaide Crows,Richmond Tigers,L,-10,Adelaide Crows,0.6,29.2,120.6,6.0,40.0,0.6,0.5,,,,,,,,,,,,0,-10
346,2014-08-31,2014,23,Adelaide Oval,Adelaide Crows,St Kilda Saints,W,79,Adelaide Crows,0.4,14.6,106.8,8.0,40.0,0.8,0.5,,,,,,,,,,,,1,79
347,2015-04-05,2015,1,Adelaide Oval,Adelaide Crows,North Melbourne Kangaroos,W,77,Adelaide Crows,0.4,27.2,115.4,21.0,0.0,0.6,0.6,,,,,,,,,,,,1,77
349,2015-04-18,2015,3,Adelaide Oval,Adelaide Crows,Melbourne Demons,W,25,Adelaide Crows,0.6,33.2,106.8,7.0,8.0,0.6,0.6,,,,,,,,,,,,1,25
351,2015-05-03,2015,5,Adelaide Oval,Adelaide Crows,Port Adelaide Power,L,-24,Adelaide Crows,0.8,30.2,103.8,7.0,12.0,0.4,0.7,,,,,,,,,,,,0,-24
353,2015-05-16,2015,7,Adelaide Oval,Adelaide Crows,St Kilda Saints,W,46,Adelaide Crows,0.6,2.4,89.6,7.0,16.0,0.8,0.6,,,,,,,,,,,,1,46
355,2015-05-30,2015,9,Adelaide Oval,Adelaide Crows,Fremantle Dockers,L,-11,Adelaide Crows,0.4,-3.6,96.2,7.0,20.0,0.4,0.6,,,,,,,,,,,,0,-11
357,2015-06-18,2015,12,Adelaide Oval,Adelaide Crows,Hawthorn Hawks,L,-29,Adelaide Crows,0.6,12.2,95.6,12.0,24.0,0.4,0.5,,,,,,,,,,,,0,-29
361,2015-07-25,2015,17,Adelaide Oval,Adelaide Crows,Gold Coast Suns,W,45,Adelaide Crows,0.6,-12.0,94.6,6.0,32.0,1.0,0.5,,,,,,,,,,,,1,45
363,2015-08-07,2015,19,Adelaide Oval,Adelaide Crows,Richmond Tigers,W,36,Adelaide Crows,0.6,-9.4,95.8,6.0,36.0,0.4,0.6,,,,,,,,,,,,1,36
365,2015-08-22,2015,21,Adelaide Oval,Adelaide Crows,Brisbane Lions,W,87,Adelaide Crows,0.8,28.8,113.0,7.0,44.0,0.8,0.7,,,,,,,,,,,,1,87
366,2015-08-30,2015,22,Adelaide Oval,Adelaide Crows,West Coast Eagles,W,57,Adelaide Crows,0.8,45.6,116.0,8.0,48.0,0.4,0.7,,,,,,,,,,,,1,57
371,2016-04-02,2016,2,Adelaide Oval,Adelaide Crows,Port Adelaide Power,W,58,Adelaide Crows,0.4,-11.8,94.6,7.0,0.0,0.2,0.7,,,,,,,,,,,,1,58
373,2016-04-16,2016,4,Adelaide Oval,Adelaide Crows,Sydney Swans,W,10,Adelaide Crows,0.6,3.4,107.8,7.0,8.0,0.2,0.7,,,,,,,,,,,,1,10
375,2016-04-30,2016,6,Adelaide Oval,Adelaide Crows,Fremantle Dockers,W,33,Adelaide Crows,0.6,18.2,118.2,8.0,12.0,0.2,0.8,,,,,,,,,,,,1,33
377,2016-05-13,2016,8,Adelaide Oval,Adelaide Crows,Geelong Cats,L,-26,Adelaide Crows,0.6,12.2,111.0,6.0,16.0,0.4,0.8,,,,,,,,,,,,0,-26
379,2016-05-28,2016,10,Adelaide Oval,Adelaide Crows,Greater Western Sydney Giants,W,22,Adelaide Crows,0.4,12.8,107.0,7.0,20.0,1.0,0.8,,,,,,,,,,,,1,22
380,2016-06-05,2016,11,Adelaide Oval,Adelaide Crows,St Kilda Saints,W,88,Adelaide Crows,0.6,17.8,106.6,8.0,24.0,1.0,0.9,,,,,,,,,,,,1,88
382,2016-06-23,2016,14,Adelaide Oval,Adelaide Crows,North Melbourne Kangaroos,W,33,Adelaide Crows,0.8,37.6,113.2,12.0,32.0,0.6,0.9,,,,,,,,,,,,1,33
385,2016-07-16,2016,17,Adelaide Oval,Adelaide Crows,Collingwood Magpies,W,28,Adelaide Crows,1.0,46.4,113.0,6.0,44.0,0.6,0.9,,,,,,,,,,,,1,28
387,2016-07-31,2016,19,Adelaide Oval,Adelaide Crows,Essendon Bombers,W,82,Adelaide Crows,0.8,22.6,95.8,8.0,48.0,0.4,0.9,,,,,,,,,,,,1,82
388,2016-08-06,2016,20,Adelaide Oval,Adelaide Crows,Brisbane Lions,W,138,Adelaide Crows,0.8,32.4,104.4,6.0,52.0,0.8,0.9,,,,,,,,,,,,1,138
391,2016-08-26,2016,23,Adelaide Oval,Adelaide Crows,West Coast Eagles,L,-29,Adelaide Crows,0.8,55.4,125.2,6.0,64.0,0.4,0.9,,,,,,,,,,,,0,-29
392,2016-09-10,2016,EF,Adelaide Oval,Adelaide Crows,North Melbourne Kangaroos,W,62,Adelaide Crows,0.8,55.6,128.4,15.0,64.0,0.6,0.8,,,,,,,,,,,,1,62
394,2017-03-26,2017,1,Adelaide Oval,Adelaide Crows,Greater Western Sydney Giants,W,56,Adelaide Crows,0.6,16.8,109.0,21.0,0.0,1.0,0.8,,,,,,,,,,,,1,56
397,2017-04-15,2017,4,Adelaide Oval,Adelaide Crows,Essendon Bombers,W,65,Adelaide Crows,0.8,24.6,116.6,7.0,12.0,0.4,0.9,,,,,,,,,,,,1,65
399,2017-04-30,2017,6,Adelaide Oval,Adelaide Crows,Richmond Tigers,W,76,Adelaide Crows,1.0,45.8,133.2,8.0,20.0,0.4,0.9,,,,,,,,,,,,1,76
401,2017-05-13,2017,8,Adelaide Oval,Adelaide Crows,Melbourne Demons,L,-41,Adelaide Crows,0.8,33.2,126.4,7.0,24.0,0.8,0.9,,,,,,,,,,,,0,-41
403,2017-05-27,2017,10,Adelaide Oval,Adelaide Crows,fremantle dockers,W,100,Adelaide Crows,0.6,24.6,117.0,7.0,28.0,1.0,0.8,,,,,,,,,,,,1,100
405,2017-06-09,2017,12,Adelaide Oval,Adelaide Crows,st kilda saints,W,57,Adelaide Crows,0.4,11.6,101.8,7.0,32.0,0.5,0.8,,,,,,,,,,,,1,57
406,2017-06-22,2017,14,Adelaide Oval,Adelaide Crows,Hawthorn Hawks,L,-14,Adelaide Crows,0.6,34.8,106.8,13.0,36.0,0.2,0.8,,,,,,,,,,,,0,-14
408,2017-07-07,2017,16,Adelaide Oval,Adelaide Crows,Western Bulldogs,W,59,Adelaide Crows,0.6,26.6,99.8,6.0,40.0,0.4,0.7,,,,,,,,,,,,1,59
410,2017-07-21,2017,18,Adelaide Oval,Adelaide Crows,Geelong Cats,W,21,Adelaide Crows,0.8,32.0,100.4,6.0,48.0,0.2,0.8,,,,,,,,,,,,1,21
412,2017-08-06,2017,20,Adelaide Oval,Adelaide Crows,Port Adelaide Power,W,84,Adelaide Crows,0.9,27.6,100.6,7.0,54.0,0.8,0.8,,,,,,,,,,,,1,84
414,2017-08-18,2017,22,Adelaide Oval,Adelaide Crows,Sydney Swans,L,-3,Adelaide Crows,0.9,38.8,112.6,6.0,62.0,0.2,0.8,,,,,,,,,,,,0,-3
416,2017-09-07,2017,QF,Adelaide Oval,Adelaide Crows,Greater Western Sydney Giants,W,36,Adelaide Crows,0.5,19.0,101.4,11.0,62.0,1.0,0.7,,,,,,,,,,,,1,36
417,2017-09-22,2017,PF,"Adelaide Oval
",Adelaide Crows,Geelong Cats,W,61,Adelaide Crows,0.6,26.2,97.6,15.0,66.0,0.4,0.5,,,,,,,,,,,,1,61
418,2017-09-30,2017,GF,Melbourne Cricket Ground,Adelaide Crows,Richmond Tigers,L,-48,Adelaide Crows,0.6,21.6,98.8,8.0,70.0,0.6,0.75,,,,,,,,,,,,0,-48
420,2018-03-29,2018,2,Adelaide Oval,Adelaide Crows,Richmond Tigers,W,36,Adelaide Crows,0.4,1.6,87.6,6.0,0.0,0.4,0.7,,,,,,,,,,,,1,36
422,2018-04-13,2018,4,Adelaide Oval,Adelaide Crows,Collingwood Magpies,L,-48,Adelaide Crows,0.6,17.2,101.0,6.0,8.0,0.9,0.7,,,,,,,,,,,,0,-48
424,2018-04-28,2018,6,Adelaide Oval,Adelaide Crows,Gold Coast Suns,W,48,Adelaide Crows,0.6,7.0,90.4,8.0,12.0,1.0,0.7,,,,,,,,,,,,1,48
425,2018-05-05,2018,7,Adelaide Oval,Adelaide Crows,Carlton Blues,W,55,Adelaide Crows,0.8,19.0,95.0,7.0,16.0,0.6,0.7,,,,,,,,,,,,1,55
427,2018-05-18,2018,9,Adelaide Oval,Adelaide Crows,Western Bulldogs,W,37,Adelaide Crows,0.6,12.0,93.6,6.0,20.0,0.6,0.7,,,,,,,,,,,,1,37
429,2018-06-03,2018,11,Adelaide Oval,Adelaide Crows,Greater Western Sydney Giants,L,-16,Adelaide Crows,0.6,8.8,88.6,7.0,24.0,1.0,0.8,,,,,,,,,,,,0,-16
432,2018-06-30,2018,15,Adelaide Oval,Adelaide Crows,West Coast Eagles,W,10,Adelaide Crows,0.2,-25.8,59.8,14.0,24.0,0.2,0.7,,,,,,,,,,,,1,10
434,2018-07-12,2018,17,Adelaide Oval,Adelaide Crows,Geelong Cats,W,15,Adelaide Crows,0.2,-22.4,65.0,6.0,28.0,0.4,0.7,,,,,,,,,,,,1,15
436,2018-07-28,2018,19,Adelaide Oval,Adelaide Crows,melbourne demons,L,-13,Adelaide Crows,0.6,-14.6,76.2,7.0,36.0,0.6666666666666666,0.7,,,,,,,,,,,,0,-13
437,2018-08-04,2018,20,Adelaide Oval,Adelaide Crows,Port Adelaide Power,W,3,Adelaide Crows,0.6,-6.0,85.2,7.0,36.0,0.8,0.7,,,,,,,,,,,,1,3
439,2018-08-19,2018,22,Adelaide Oval,Adelaide Crows,North Melbourne Kangaroos,W,9,Adelaide Crows,0.6,-0.8,94.0,8.0,40.0,0.6,0.7,,,,,,,,,,,,1,9
441,2019-03-23,2019,1,Adelaide Oval,Adelaide Crows,hawthorn hawks,L,-32,Adelaide Crows,0.6,17.8,103.2,21.0,0.0,0.5,0.7,,,,,,,,,,,,0,-32
443,2019-04-04,2019,3,Adelaide Oval,Adelaide Crows,Geelong Cats,L,-24,Adelaide Crows,0.6,18.6,97.2,6.0,4.0,0.6,0.7,,,,,,,,,,,,0,-24
444,2019-04-21,2019,5,Adelaide Oval,Adelaide Crows,Gold Coast Suns,W,73,Adelaide Crows,0.6,16.6,93.8,17.0,4.0,1.0,0.6,,,,,,,,,,,,1,73
446,2019-05-05,2019,7,Adelaide Oval,Adelaide Crows,Fremantle Dockers,W,17,Adelaide Crows,0.6,14.4,86.8,8.0,12.0,0.4,0.6,,,,,,,,,,,,1,17
449,2019-05-25,2019,10,Adelaide Oval,Adelaide Crows,West Coast Eagles,L,-12,Adelaide Crows,0.8,27.6,89.4,7.0,20.0,0.4,0.7,,,,,,,,,,,,0,-12
451,2019-06-08,2019,12,Adelaide Oval,Adelaide Crows,Greater Western Sydney Giants,W,21,Adelaide Crows,0.6,5.2,78.8,7.0,24.0,0.6,0.6,,,,,,,,,,,,1,21
453,2019-07-06,2019,16,Adelaide Oval,Adelaide Crows,Port Adelaide Power,L,-57,Adelaide Crows,0.4,-3.4,81.2,8.0,28.0,0.8,0.6,,,,,,,,,,,,0,-57
455,2019-07-19,2019,18,Adelaide Oval,Adelaide Crows,essendon bombers,L,-21,Adelaide Crows,0.6,6.8,87.2,6.0,32.0,0.5,0.6,,,,,,,,,,,,0,-21
457,2019-08-03,2019,20,Adelaide Oval,Adelaide Crows,St Kilda Saints,W,22,Adelaide Crows,0.2,-7.4,79.8,7.0,32.0,1.0,0.5,,,,,,,,,,,,1,22
459,2019-08-17,2019,22,Adelaide Oval,Adelaide Crows,Collingwood Magpies,L,-66,Adelaide Crows,0.4,11.8,91.6,6.0,36.0,0.7,0.5,,,,,,,,,,,,0,-66
461,2020-03-21,2020,1,Adelaide Oval,Adelaide Crows,Sydney Swans,L,-3,Adelaide Crows,0.2,-23.0,73.4,21.0,0.0,0.6,0.5,,,,,,,,,,,,0,-3
465,2020-07-05,2020,5,People First Stadium,Adelaide Crows,Fremantle Dockers,L,-20,Adelaide Crows,0.0,-40.4,53.6,7.0,0.0,0.6,0.9,,,,,,,,,,,,0,-20
467,2020-07-20,2020,7,Adelaide Oval,Adelaide Crows,St Kilda Saints,L,-23,Adelaide Crows,0.0,-43.6,35.6,9.0,0.0,1.0,0.4,,,,,,,,,,,,0,-23
468,2020-07-26,2020,8,Adelaide Oval,Adelaide Crows,essendon bombers,L,-3,Adelaide Crows,0.0,-33.2,39.6,6.0,0.0,0.3333333333333333,0.3,,,,,,,,,,,,0,-3
470,2020-08-05,2020,10,Adelaide Oval,Adelaide Crows,Melbourne Demons,L,-51,Adelaide Crows,0.0,-29.6,46.4,4.0,0.0,0.6,0.2,,,,,,,,,,,,0,-51
471,2020-08-11,2020,11,Adelaide Oval,Adelaide Crows,collingwood magpies,L,-24,Adelaide Crows,0.0,-35.8,47.0,6.0,0.0,0.3333333333333333,0.2,,,,,,,,,,,,0,-24
473,2020-08-23,2020,13,Adelaide Oval,Adelaide Crows,geelong cats,L,-28,Adelaide Crows,0.0,-40.8,47.6,7.0,0.0,0.5,0.1,,,,,,,,,,,,0,-28
475,2020-09-08,2020,16,Adelaide Oval,Adelaide Crows,Greater Western Sydney Giants,W,12,Adelaide Crows,0.2,-25.0,49.8,7.0,4.0,0.6,0.2,,,,,,,,,,,,1,12
477,2020-09-19,2020,18,Adelaide Oval,Adelaide Crows,Richmond Tigers,L,-44,Adelaide Crows,0.6,-4.4,61.0,6.0,12.0,0.6,0.2,,,,,,,,,,,,0,-44
478,2021-03-20,2021,1,Adelaide Oval,Adelaide Crows,Geelong Cats,W,12,Adelaide Crows,0.6,-1.8,56.8,21.0,0.0,0.6,0.2,,,,,,,,,,,,1,12
480,2021-04-02,2021,3,Adelaide Oval,Adelaide Crows,Gold Coast Suns,W,10,Adelaide Crows,0.6,-7.4,71.0,6.0,4.0,0.8,0.3,,,,,,,,,,,,1,10
482,2021-04-18,2021,5,Adelaide Oval,Adelaide Crows,fremantle dockers,L,-12,Adelaide Crows,0.6,-2.8,85.6,7.0,12.0,1.0,0.4,,,,,,,,,,,,0,-12
484,2021-05-01,2021,7,Adelaide Oval,Adelaide Crows,Greater Western Sydney Giants,L,-67,Adelaide Crows,0.4,0.6,92.6,6.0,12.0,0.6,0.4,,,,,,,,,,,,0,-67
487,2021-05-22,2021,10,Adelaide Oval,Adelaide Crows,Melbourne Demons,W,1,Adelaide Crows,0.0,-32.2,64.8,6.0,12.0,0.4,0.4,,,,,,,,,,,,1,1
489,2021-06-05,2021,12,Adelaide Oval,Adelaide Crows,Collingwood Magpies,L,-5,Adelaide Crows,0.2,-34.6,66.4,6.0,16.0,0.5,0.5,,,,,,,,,,,,0,-5
492,2021-07-03,2021,16,Adelaide Oval,Adelaide Crows,Brisbane Lions,L,-52,Adelaide Crows,0.4,-7.2,78.2,6.0,20.0,0.8,0.5,,,,,,,,,,,,0,-52
494,2021-07-18,2021,18,Adelaide Oval,Adelaide Crows,West Coast Eagles,L,-42,Adelaide Crows,0.2,-24.8,58.4,9.0,20.0,0.2,0.4,,,,,,,,,,,,0,-42
495,2021-07-24,2021,19,Marvel Stadium,Adelaide Crows,Hawthorn Hawks,W,19,Adelaide Crows,0.2,-32.2,55.0,6.0,20.0,0.2,0.6,,,,,,,,,,,,1,19
497,2021-08-07,2021,21,Adelaide Oval,Adelaide Crows,Port Adelaide Power,L,-4,Adelaide Crows,0.2,-37.4,58.8,7.0,24.0,0.4,0.3,,,,,,,,,,,,0,-4
499,2021-08-22,2021,23,Adelaide Oval,Adelaide Crows,North Melbourne Kangaroos,W,44,Adelaide Crows,0.2,-23.4,65.6,7.0,24.0,0.6,0.3,,,,,,,,,,,,1,44
500,2022-03-20,2022,1,Adelaide Oval,Adelaide Crows,Fremantle Dockers,L,-1,Adelaide Crows,0.4,-6.2,74.0,21.0,0.0,0.6,0.3,,,,,,,,,,,,0,-1
502,2022-04-01,2022,3,Adelaide Oval,Adelaide Crows,Port Adelaide Power,W,4,Adelaide Crows,0.2,-8.8,70.4,6.0,0.0,0.2,0.2,,,,,,,,,,,,1,4
504,2022-04-16,2022,5,Adelaide Oval,Adelaide Crows,Richmond Tigers,W,19,Adelaide Crows,0.4,0.2,86.6,6.0,4.0,0.2,0.3,,,,,,,,,,,,1,19
506,2022-04-30,2022,7,Adelaide Oval,Adelaide Crows,Greater Western Sydney Giants,L,-59,Adelaide Crows,0.6,-4.4,83.4,7.0,12.0,0.4,0.4,,,,,,,,,,,,0,-59
508,2022-05-14,2022,9,Adelaide Oval,Adelaide Crows,Brisbane Lions,L,-36,Adelaide Crows,0.4,-18.2,77.0,6.0,12.0,0.6,0.4,,,,,,,,,,,,0,-36
509,2022-05-21,2022,10,Adelaide Oval,Adelaide Crows,St Kilda Saints,L,-21,Adelaide Crows,0.4,-24.6,70.4,7.0,12.0,0.8,0.3,,,,,,,,,,,,0,-21
511,2022-06-04,2022,12,Adelaide Oval,Adelaide Crows,West Coast Eagles,W,31,Adelaide Crows,0.0,-41.2,62.4,7.0,12.0,0.0,0.3,,,,,,,,,,,,1,31
514,2022-07-02,2022,16,Adelaide Oval,Adelaide Crows,Melbourne Demons,L,-29,Adelaide Crows,0.4,-3.6,80.0,6.0,20.0,0.4,0.4,,,,,,,,,,,,0,-29
516,2022-07-16,2022,18,Adelaide Oval,Adelaide Crows,Collingwood Magpies,L,-5,Adelaide Crows,0.4,-3.2,79.0,6.0,20.0,0.1,0.4,,,,,,,,,,,,0,-5
518,2022-07-30,2022,20,Adelaide Oval,Adelaide Crows,carlton blues,W,29,Adelaide Crows,0.2,-8.4,81.0,7.0,20.0,0.6,0.4,,,,,,,,,,,,1,29
520,2022-08-13,2022,22,Adelaide Oval,Adelaide Crows,North Melbourne Kangaroos,W,29,Adelaide Crows,0.4,-5.0,82.2,6.0,28.0,0.8,0.4,,,,,,,,,,,,1,29
523,2023-03-25,2023,2,Adelaide Oval,Adelaide Crows,Richmond Tigers,L,-32,Adelaide Crows,0.6,0.4,86.8,6.0,0.0,0.4,0.4,,,,,,,,,,,,0,-32
525,2023-04-08,2023,4,Adelaide Oval,Adelaide Crows,Fremantle Dockers,W,39,Adelaide Crows,0.4,-8.8,88.2,7.0,4.0,0.4,0.4,,,,,,,,,,,,1,39
526,2023-04-13,2023,5,Adelaide Oval,Adelaide Crows,Carlton Blues,W,56,Adelaide Crows,0.4,-6.8,89.8,5.0,8.0,0.6,0.5,,,,,,,,,,,,1,56
528,2023-04-30,2023,7,Adelaide Oval,Adelaide Crows,Collingwood Magpies,L,-1,Adelaide Crows,0.8,19.4,100.2,7.0,16.0,0.0,0.6,,,,,,,,,,,,0,-1
530,2023-05-14,2023,9,Adelaide Oval,Adelaide Crows,St Kilda Saints,W,52,Adelaide Crows,0.6,14.2,87.6,8.0,16.0,0.6,0.5,,,,,,,,,,,,1,52
532,2023-05-28,2023,11,Adelaide Oval,Adelaide Crows,Brisbane Lions,W,17,Adelaide Crows,0.4,-3.4,74.0,8.0,20.0,0.4,0.6,,,,,,,,,,,,1,17
534,2023-06-10,2023,13,Adelaide Oval,Adelaide Crows,West Coast Eagles,W,122,Adelaide Crows,0.4,-5.4,83.0,7.0,24.0,0.4,0.7,,,,,,,,,,,,1,122
536,2023-07-01,2023,16,Adelaide Oval,Adelaide Crows,North Melbourne Kangaroos,W,66,Adelaide Crows,0.4,13.4,95.2,6.0,28.0,0.8,0.7,,,,,,,,,,,,1,66
538,2023-07-15,2023,18,Adelaide Oval,Adelaide Crows,Greater Western Sydney Giants,L,-14,Adelaide Crows,0.4,28.6,115.2,6.0,32.0,0.4,0.7,,,,,,,,,,,,0,-14
540,2023-07-29,2023,20,Adelaide Oval,Adelaide Crows,Port Adelaide Power,W,47,Adelaide Crows,0.2,5.6,93.0,6.0,32.0,0.4,0.7,,,,,,,,,,,,1,47
541,2023-08-05,2023,21,Adelaide Oval,Adelaide Crows,Gold Coast Suns,W,28,Adelaide Crows,0.4,15.4,99.4,7.0,36.0,0.4,0.8,,,,,,,,,,,,1,28
543,2023-08-19,2023,23,Adelaide Oval,Adelaide Crows,sydney swans,L,-1,Adelaide Crows,0.4,10.2,88.8,7.0,40.0,0.5,0.8,,,,,,,,,,,,0,-1
546,2024-03-22,2024,2,Adelaide Oval,Adelaide Crows,Geelong Cats,L,-19,Adelaide Crows,0.4,12.0,86.4,6.0,0.0,0.2,0.7,,,,,,,,,,,,0,-19
